Id,SalePrice
1780,173972.2
1781,132907.55
1782,97383.83
1783,128947.84
1784,104597.04
1785,120765.91
1786,144877.34
1787,163406.3
1788,56795.5
1789,100332.08
1790,93694.33
1791,182461.33
1792,154111.0
1793,137435.0
1794,141646.0
1795,136114.5
1796,125119.75
1797,112639.16
1798,125345.0
1799,115226.91
1800,128849.66
1801,127060.01
1802,150353.27
1803,151052.96
1804,142233.6
1805,134667.5
1806,110602.71
1807,150291.5
1808,120009.87
1809,128089.22
1810,147177.69
1811,109725.67
1812,111749.91
1813,121986.75
1814,106076.54
1815,70743.33
1816,102549.83
1817,126398.72
1818,146018.03
1819,118565.52
1820,82196.5
1821,126286.05
1822,151515.06
1823,68133.0
1824,146021.5
1825,145414.63
1826,106587.0
1827,113089.59
1828,144755.82
1829,118918.25
1830,146171.37
1831,166746.5
1832,115190.53
1833,151456.5
1834,137782.98
1835,159300.9
1836,133499.55
1837,103302.0
1838,129909.19
1839,93387.54
1840,164655.0
1841,148663.42
1842,95018.16
1843,142783.0
1844,138837.5
1845,142641.35
1846,151990.0
1847,158591.87
1848,67227.0
1849,120242.95
1850,131055.25
1851,159997.37
1852,127519.25
1853,133021.38
1854,165365.0
1855,147251.15
1856,216826.45
1857,151935.5
1858,140977.92
1859,127236.82
1860,152561.3
1861,126286.02
1862,267697.14
1863,265090.76
1864,265090.76
1865,328591.72
1866,325011.85
1867,248514.72
1868,308197.0
1869,192738.13
1870,250929.43
1871,261875.1
1872,172114.98
1873,220966.8
1874,140015.0
1875,201943.12
1876,196615.4
1877,202901.11
1878,213096.91
1879,135610.0
1880,139063.1
1881,230811.49
1882,263369.26
1883,198382.3
1884,220489.82
1885,264725.47
1886,304926.18
1887,188696.26
1888,286416.33
1889,166378.35
1890,137631.75
1891,143035.5
1892,110041.99
1893,139484.25
1894,123239.86
1895,147875.55
1896,121773.5
1897,113541.84
1898,109716.62
1899,128977.87
1900,140773.54
1901,173942.71
1902,140445.95
1903,202912.07
1904,133848.5
1905,189178.65
1906,154651.68
1907,216166.15
1908,125279.74
1909,138103.41
1910,132432.14
1911,195227.5
1912,254419.63
1913,136230.68
1914,76315.58
1915,327062.05
1916,72867.0
1917,257499.56
1918,138083.25
1919,155162.66
1920,142962.63
1921,408270.88
1922,320788.11
1923,199568.75
1924,220408.28
1925,230173.52
1926,378939.92
1927,138049.5
1928,158404.5
1929,124788.96
1930,132957.07
1931,139959.04
1932,140750.2
1933,172877.0
1934,183493.5
1935,178058.83
1936,191672.65
1937,180558.0
1938,165522.18
1939,248041.94
1940,206979.12
1941,175309.77
1942,187769.37
1943,206794.12
1944,315076.71
1945,379797.83
1946,161259.0
1947,324950.74
1948,174501.05
1949,227417.95
1950,174096.5
1951,255411.21
1952,222545.28
1953,163630.0
1954,201378.0
1955,127144.84
1956,257721.93
1957,161602.45
1958,300221.35
1959,140563.2
1960,115554.75
1961,115951.89
1962,92147.83
1963,108888.83
1964,107099.23
1965,157093.3
1966,152429.65
1967,302304.18
1968,407417.27
1969,362138.1
1970,406045.0
1971,432372.77
1972,351805.41
1973,276585.5
1974,317358.81
1975,453078.78
1976,274456.49
1977,355529.18
1978,368079.41
1979,340951.16
1980,192460.43
1981,334477.15
1982,232613.94
1983,213986.27
1984,165999.0
1985,198520.19
1986,200409.85
1987,177486.13
1988,178710.07
1989,191047.95
1990,215632.67
1991,218064.57
1992,206099.89
1993,173650.45
1994,234321.37
1995,182383.9
1996,257882.6
1997,319258.87
1998,346755.08
1999,253450.42
2000,296894.77
2001,278070.71
2002,226388.42
2003,249982.83
2004,260641.18
2005,245068.44
2006,228226.93
2007,245160.3
2008,209608.0
2009,194355.25
2010,196422.4
2011,149945.09
2012,177535.83
2013,184493.76
2014,191206.5
2015,201570.8
2016,196256.5
2017,204528.84
2018,124566.24
2019,133143.1
2020,117975.37
2021,114222.66
2022,176116.9
2023,147201.02
2024,229156.24
2025,371555.03
2026,183327.01
2027,150559.62
2028,152122.83
2029,167172.12
2030,277856.7
2031,264779.81
2032,280268.8
2033,275042.43
2034,161455.05
2035,203776.3
2036,203724.82
2037,215569.08
2038,314441.96
2039,224557.74
2040,368190.22
2041,290126.92
2042,209374.51
2043,170549.5
2044,172822.0
2045,210286.6
2046,134344.83
2047,154191.83
2048,134454.25
2049,133137.82
2050,179133.15
2051,108901.66
2052,138355.75
2053,143472.0
2054,92445.5
2055,159761.4
2056,128827.39
2057,127339.75
2058,213245.73
2059,130519.5
2060,164534.59
2061,172312.0
2062,136924.25
2063,114226.08
2064,136485.37
2065,118795.0
2066,173509.5
2067,139042.57
2068,130193.44
2069,88104.54
2070,114024.0
2071,103236.0
2072,139491.38
2073,135304.66
2074,168299.55
2075,143716.87
2076,121414.5
2077,143799.5
2078,130494.5
2079,131180.5
2080,111466.0
2081,120301.0
2082,120844.26
2083,140343.55
2084,111577.33
2085,131766.75
2086,123698.75
2087,120885.18
2088,109530.04
2089,94822.5
2090,135536.98
2091,125296.15
2092,130282.58
2093,130276.41
2094,118219.0
2095,154127.5
2096,90889.04
2097,100573.08
2098,144806.64
2099,70179.5
2100,115366.19
2101,118973.51
2102,141286.04
2103,111169.04
2104,134173.75
2105,130622.37
2106,88278.08
2107,223243.16
2108,118858.0
2109,117995.89
2110,126371.33
2111,164277.8
2112,146080.34
2113,119224.08
2114,114188.54
2115,165791.25
2116,119857.78
2117,152540.8
2118,115090.0
2119,108335.5
2120,120923.97
2121,117093.0
2122,112034.5
2123,95907.0
2124,176577.4
2125,134020.37
2126,165927.3
2127,154992.91
2128,135451.38
2129,107313.33
2130,145076.5
2131,162177.65
2132,117110.0
2133,120743.5
2134,123838.5
2135,109548.54
2136,84343.54
2137,120184.05
2138,138972.5
2139,151517.0
2140,135184.25
2141,144186.0
2142,138855.87
2143,143704.75
2144,123025.0
2145,136022.0
2146,153896.58
2147,171120.5
2148,125505.7
2149,136356.5
2150,217668.36
2151,128110.9
2152,176217.23
2153,155352.6
2154,108486.5
2155,129496.88
2156,232583.7
2157,228648.1
2158,233766.61
2159,220898.3
2160,173470.72
2161,249843.99
2162,403210.85
2163,326530.09
2164,263418.96
2165,192759.7
2166,142422.35
2167,193627.11
2168,209367.25
2169,193538.45
2170,220446.82
2171,142926.53
2172,142825.67
2173,172168.17
2174,245633.64
2175,297371.65
2176,327060.04
2177,251031.77
2178,227665.79
2179,139594.0
2180,205005.36
2181,189320.53
2182,227684.09
2183,199013.22
2184,137792.75
2185,139089.37
2186,144908.34
2187,149261.0
2188,155191.06
2189,172601.63
2190,84719.25
2191,88643.5
2192,93485.5
2193,102927.5
2194,103964.5
2195,113031.0
2196,114389.7
2197,110176.04
2198,146975.4
2199,165089.37
2200,128941.54
2201,131754.8
2202,214937.11
2203,167603.87
2204,178866.03
2205,108165.04
2206,136137.5
2207,212426.65
2208,227897.87
2209,197350.9
2210,129508.87
2211,116750.0
2212,116701.54
2213,105252.0
2214,142252.48
2215,112296.64
2216,152653.05
2217,84191.0
2218,91493.99
2219,83822.08
2220,96157.0
2221,325980.5
2222,229848.7
2223,245887.57
2224,218101.98
2225,141400.67
2226,180895.5
2227,198182.65
2228,287996.09
2229,255120.03
2230,162767.77
2231,212153.08
2232,174433.24
2233,175757.73
2234,270132.96
2235,204784.87
2236,289164.84
2237,352507.82
2238,187615.81
2239,123164.57
2240,165311.72
2241,159489.5
2242,138338.32
2243,139746.14
2244,105549.5
2245,98971.0
2246,147014.75
2247,103345.5
2248,121320.08
2249,124466.58
2250,137223.5
2251,123452.45
2252,181165.28
2253,156524.73
2254,180181.32
2255,192485.5
2256,180196.24
2257,197241.8
2258,174414.53
2259,177073.9
2260,151444.35
2261,193579.56
2262,215301.36
2263,338853.92
2264,451483.89
2265,165467.72
2266,299421.03
2267,377905.57
2268,394354.13
2269,163132.34
2270,185693.45
2271,223745.21
2272,206096.13
2273,165981.0
2274,169420.0
2275,169508.5
2276,164337.98
2277,185023.7
2278,154363.24
2279,124122.22
2280,112672.5
2281,182504.14
2282,181997.31
2283,95803.0
2284,106404.19
2285,145016.15
2286,129004.5
2287,335824.96
2288,273871.85
2289,374675.1
2290,420353.61
2291,319017.87
2292,420094.55
2293,439613.13
2294,379977.41
2295,437408.96
2296,271543.21
2297,320581.18
2298,317226.44
2299,373131.34
2300,314612.24
2301,291296.73
2302,229119.44
2303,239592.64
2304,244550.13
2305,185777.51
2306,187815.43
2307,189694.73
2308,212884.36
2309,281981.48
2310,213223.77
2311,190788.0
2312,175567.67
2313,174314.84
2314,177116.62
2315,174780.48
2316,179876.35
2317,178113.39
2318,176327.58
2319,175827.37
2320,179240.91
2321,250766.02
2322,170222.21
2323,176424.22
2324,168659.16
2325,216141.73
2326,169936.04
2327,206132.62
2328,214975.47
2329,184024.34
2330,179806.39
2331,356416.94
2332,360194.59
2333,305854.16
2334,259270.17
2335,270761.59
2336,325437.26
2337,200084.79
2338,293288.56
2339,234039.71
2340,394036.59
2341,217452.17
2342,239883.66
2343,222384.42
2344,229954.84
2345,243516.53
2346,226010.02
2347,198100.31
2348,229114.47
2349,153717.82
2350,293613.54
2351,251528.77
2352,237015.7
2353,223533.25
2354,125929.87
2355,143503.9
2356,152186.37
2357,200415.06
2358,199464.35
2359,119354.48
2360,120895.48
2361,140508.02
2362,262622.85
2363,140950.43
2364,148341.12
2365,225651.97
2366,197302.35
2367,218068.25
2368,193600.29
2369,210073.28
2370,165511.65
2371,166911.63
2372,174829.11
2373,283244.6
2374,305021.2
2375,242360.06
2376,270690.08
2377,366826.63
2378,141299.0
2379,197703.79
2380,144603.12
2381,162623.5
2382,180197.17
2383,205707.1
2384,236408.44
2385,150395.0
2386,137390.0
2387,135382.93
2388,98997.04
2389,126741.33
2390,137380.83
2391,135935.5
2392,114150.5
2393,158126.15
2394,144105.6
2395,196204.49
2396,151456.5
2397,196559.0
2398,124896.0
2399,57820.5
2400,59635.5
2401,117215.86
2402,137125.75
2403,135136.18
2404,143670.83
2405,159551.5
2406,138167.5
2407,122491.56
2408,139576.5
2409,136669.37
2410,160810.0
2411,121893.33
2412,155951.5
2413,140669.5
2414,131730.75
2415,130526.18
2416,129998.75
2417,128277.08
2418,121774.58
2419,129232.43
2420,125877.5
2421,153541.75
2422,118920.5
2423,129079.15
2424,151316.48
2425,162343.89
2426,133581.0
2427,132198.44
2428,174732.8
2429,114894.0
2430,128096.1
2431,116658.5
2432,135480.75
2433,142405.37
2434,140430.5
2435,149247.0
2436,108362.33
2437,105683.44
2438,124460.66
2439,116497.47
2440,121429.54
2441,107671.04
2442,104652.18
2443,118112.0
2444,126831.5
2445,91601.08
2446,129779.79
2447,211855.48
2448,142269.21
2449,117958.74
2450,154422.95
2451,127523.63
2452,204991.5
2453,104861.5
2454,128498.96
2455,106131.0
2456,142614.87
2457,119162.25
2458,114665.91
2459,109669.83
2460,137370.82
2461,115021.04
2462,138457.34
2463,119386.6
2464,173610.57
2465,133392.06
2466,116172.5
2467,145487.36
2468,93981.08
2469,96912.08
2470,183067.9
2471,187104.8
2472,181224.37
2473,120478.04
2474,112779.88
2475,222498.35
2476,109672.62
2477,133206.83
2478,156273.87
2479,115141.5
2480,138501.17
2481,124986.45
2482,135710.97
2483,115932.33
2484,122386.7
2485,122396.43
2486,151696.0
2487,172099.53
2488,146554.6
2489,146487.99
2490,152967.24
2491,97540.14
2492,198567.4
2493,136568.0
2494,165888.0
2495,102234.29
2496,217117.06
2497,151137.73
2498,110659.48
2499,94473.5
2500,127577.75
2501,135674.5
2502,147692.05
2503,108231.58
2504,189780.38
2505,214078.82
2506,249432.89
2507,302155.59
2508,249022.53
2509,218958.81
2510,236109.63
2511,186164.22
2512,213866.34
2513,219364.3
2514,237876.5
2515,150371.0
2516,159605.37
2517,135602.5
2518,148334.87
2519,227513.33
2520,209759.85
2521,193463.15
2522,221091.83
2523,133909.14
2524,139405.97
2525,145214.07
2526,141534.42
2527,120164.16
2528,127270.1
2529,132261.93
2530,116384.66
2531,230164.37
2532,228077.6
2533,198846.15
2534,238843.52
2535,315522.62
2536,220180.59
2537,237226.78
2538,185790.05
2539,188960.84
2540,182165.2
2541,183284.1
2542,164853.8
2543,129772.33
2544,135090.75
2545,133017.5
2546,146322.0
2547,141681.84
2548,166310.11
2549,161386.54
2550,331113.1
2551,145851.98
2552,120522.2
2553,87897.0
2554,121172.5
2555,115235.16
2556,103514.32
2557,116268.57
2558,148539.87
2559,144487.65
2560,120811.38
2561,127643.5
2562,133094.86
2563,145202.81
2564,172057.41
2565,125983.33
2566,147516.46
2567,125929.6
2568,207955.5
2569,202586.99
2570,128917.37
2571,167541.34
2572,193620.96
2573,231819.25
2574,304192.55
2575,127807.0
2576,131294.21
2577,154390.05
2578,98396.41
2579,88199.25
2580,126241.46
2581,135014.5
2582,121937.25
2583,282007.29
2584,159118.58
2585,175255.88
2586,197277.02
2587,195564.31
2588,150072.35
2589,145764.22
2590,212136.86
2591,204428.17
2592,223352.93
2593,262387.56
2594,173349.39
2595,225840.08
2596,340437.92
2597,183567.75
2598,272596.29
2599,330591.76
2600,162396.62
2601,139233.57
2602,90014.0
2603,97398.5
2604,88386.5
2605,93010.0
2606,147049.27
2607,174154.67
2608,197801.71
2609,165507.98
2610,110593.83
2611,150692.05
2612,155386.5
2613,126032.0
2614,122309.23
2615,153231.0
2616,138220.0
2617,174537.05
2618,181201.3
2619,212306.24
2620,186527.25
2621,183102.39
2622,189088.0
2623,253657.25
2624,276250.72
2625,345339.68
2626,167662.22
2627,190082.12
2628,383919.75
2629,501795.05
2630,335227.17
2631,417243.07
2632,377841.51
2633,330595.08
2634,391871.33
2635,150998.2
2636,194624.75
2637,156055.77
2638,257279.02
2639,180104.9
2640,151417.0
2641,107843.99
2642,189563.8
2643,112949.49
2644,127249.43
2645,98019.0
2646,91108.0
2647,97003.0
2648,141335.97
2649,141986.89
2650,144142.08
2651,154783.2
2652,391837.94
2653,244552.99
2654,242622.07
2655,384311.8
2656,316168.82
2657,334144.37
2658,288705.82
2659,300990.86
2660,333863.88
2661,335760.8
2662,335278.57
2663,278427.17
2664,282406.52
2665,303712.31
2666,286320.14
2667,169889.82
2668,180040.75
2669,180543.92
2670,282738.82
2671,181872.9
2672,180242.67
2673,205888.23
2674,201311.55
2675,163532.67
2676,194236.7
2677,200732.77
2678,265137.13
2679,277008.1
2680,266303.17
2681,376276.21
2682,306916.24
2683,509180.2
2684,294582.12
2685,327667.36
2686,258441.47
2687,328624.27
2688,226782.44
2689,220149.36
2690,429347.15
2691,190829.15
2692,131300.04
2693,194094.85
2694,128835.27
2695,197951.97
2696,187233.3
2697,194995.34
2698,198925.1
2699,183323.42
2700,173925.26
2701,154260.66
2702,117808.25
2703,161907.86
2704,140295.75
2705,124778.66
2706,116754.5
2707,126576.5
2708,136552.0
2709,111887.5
2710,125663.83
2711,276343.89
2712,346086.99
2713,170142.16
2714,150650.1
2715,165669.52
2716,161421.49
2717,192157.53
2718,224873.49
2719,155588.87
2720,159847.02
2721,142601.5
2722,166513.6
2723,143009.5
2724,130266.1
2725,135809.25
2726,149854.0
2727,174054.0
2728,171998.5
2729,161236.5
2730,145131.5
2731,119536.25
2732,117538.83
2733,159603.27
2734,147063.15
2735,134626.5
2736,146928.45
2737,119555.83
2738,133226.58
2739,158395.0
2740,140914.5
2741,145959.0
2742,154169.19
2743,153402.0
2744,148409.5
2745,137349.25
2746,136197.0
2747,154790.87
2748,127072.0
2749,130842.5
2750,135663.58
2751,130496.0
2752,212916.27
2753,150304.92
2754,196174.78
2755,128282.04
2756,100215.83
2757,79624.5
2758,96880.0
2759,156317.0
2760,142564.95
2761,142484.25
2762,144193.75
2763,186651.5
2764,164168.4
2765,255062.57
2766,141093.71
2767,90750.83
2768,122805.45
2769,126590.0
2770,144825.02
2771,121293.5
2772,125022.0
2773,138536.74
2774,135621.92
2775,130307.17
2776,135930.44
2777,151043.54
2778,117840.58
2779,119521.32
2780,109800.75
2781,104857.87
2782,100727.66
2783,104514.87
2784,129500.5
2785,141737.0
2786,82946.5
2787,120930.0
2788,89329.33
2789,209272.59
2790,93449.07
2791,121509.0
2792,84637.0
2793,177023.85
2794,105027.04
2795,114246.04
2796,106626.41
2797,189556.01
2798,121833.19
2799,121424.94
2800,80161.5
2801,115932.5
2802,132047.5
2803,158539.71
2804,153830.78
2805,96635.0
2806,96409.83
2807,147099.52
2808,151163.87
2809,131957.5
2810,135252.0
2811,158363.21
2812,145860.4
2813,157251.89
2814,161582.55
2815,103185.07
2816,244585.67
2817,139982.0
2818,131309.23
2819,183373.2
2820,132407.0
2821,107150.62
2822,187133.7
2823,224961.2
2824,176405.2
2825,162134.23
2826,133939.5
2827,144362.92
2828,213680.45
2829,172600.33
2830,229896.03
2831,189648.8
2832,227575.32
2833,293403.93
2834,219052.21
2835,216875.41
2836,197476.8
2837,164440.0
2838,147475.0
2839,182098.75
2840,196265.43
2841,202305.84
2842,224336.58
2843,147352.54
2844,156137.98
2845,120758.5
2846,207025.73
2847,202432.9
2848,234610.63
2849,207674.75
2850,282679.5
2851,231742.54
2852,224836.64
2853,233954.39
2854,138058.6
2855,193331.51
2856,210133.99
2857,191308.69
2858,193285.65
2859,142650.12
2860,124899.0
2861,136859.0
2862,196116.53
2863,120659.68
2864,260251.78
2865,142038.0
2866,136089.4
2867,106397.5
2868,114806.15
2869,121212.55
2870,163834.5
2871,107076.0
2872,65492.0
2873,103519.73
2874,137099.25
2875,115452.87
2876,158584.05
2877,146129.7
2878,167032.0
2879,142945.4
2880,106039.54
2881,160375.44
2882,171606.5
2883,167201.5
2884,178816.05
2885,183743.7
2886,196014.85
2887,108273.5
2888,126988.0
2889,62427.0
2890,94095.0
2891,135407.39
2892,67088.5
2893,107562.18
2894,71351.5
2895,318642.37
2896,289680.24
2897,203156.0
2898,157064.73
2899,240691.97
2900,156177.87
2901,185878.0
2902,180676.75
2903,341822.71
2904,337883.78
2905,125060.89
2906,192254.79
2907,128013.26
2908,126115.08
2909,142628.9
2910,86988.5
2911,90054.0
2912,156624.2
2913,89412.32
2914,88779.0
2915,88211.5
2916,91232.0
2917,153439.0
2918,118127.75
2919,227630.88
